,JobID,Title,ExperienceLevel,Responsibilities,Keywords
555,JS-E-017,JavaScript Developer,Experienced,"Architect, lead, and develop full-stack JS applications; Implement automated testing and CI/CD; Optimize performance; Mentor developers; Coordinate cross-team initiatives",JavaScript; TypeScript; React; Node.js; Jest; Webpack; Redux; CI/CD; Docker
556,JS-E-018,JavaScript Developer,Experienced,Lead architecture and development of JS applications; Implement CI/CD and automated testing; Optimize performance and scalability; Mentor development teams; Coordinate cross-functional projects,JavaScript; TypeScript; React; Node.js; Jest; Webpack; Redux; CI/CD; Docker
557,JS-E-019,JavaScript Developer,Experienced,Oversee JS full-stack development; Implement automated testing and CI/CD pipelines; Optimize performance and scalability; Mentor engineering teams; Coordinate strategic projects,JavaScript; TypeScript; React; Node.js; Jest; Webpack; Redux; CI/CD; Docker
558,JS-E-020,JavaScript Developer,Experienced,Lead enterprise-level JS application projects; Implement CI/CD and testing pipelines; Optimize performance and scalability; Mentor and manage development teams; Coordinate cross-functional strategic initiatives,JavaScript; TypeScript; React; Node.js; Jest; Webpack; Redux; CI/CD; Docker
559,JD-JAVA-001,Java Developer,Fresher,Assist in developing and testing Java applications; Work on basic modules under senior guidance; Understand and implement OOP principles in projects; Write clean and maintainable code; Participate in code reviews and team discussions,Java; Core Java; OOP; Collections; Git; Teamwork
560,JD-JAVA-002,Java Developer,Fresher,Support web application development using JSP/Servlets; Learn and implement JDBC for database connectivity; Work with frontend basics like HTML/CSS/JS; Debug and fix minor issues in development,Java; SQL; JDBC; Servlets; JSP; Web Development
561,JD-JAVA-003,Java Developer,Fresher,Assist in building applications using Spring and Hibernate; Understand ORM basics; Set up Maven/Gradle build environments; Perform basic unit testing using JUnit/TestNG,Java; Spring; Hibernate; Maven; JUnit; TestNG
562,JD-JAVA-004,Java Developer,Fresher,Work on backend APIs with supervision; Commit and manage code using Git; Assist in writing basic REST endpoints; Collaborate with senior developers,Java; REST APIs; Git; Problem Solving
563,JD-JAVA-005,Java Developer,Fresher,Assist in handling data persistence layers; Write and optimize SQL queries; Understand multithreading basics in Java,Java; Collections; SQL; Database; Multithreading
564,JD-JAVA-006,Java Developer,Fresher,Implement file handling operations in Java; Ensure proper exception handling in applications; Perform unit testing on assigned modules,Java; File Handling; JUnit; Testing
565,JD-JAVA-007,Java Developer,Fresher,Support in building small frontend + backend integrated modules; Learn and apply Java API functionalities; Debug minor code issues,Java; APIs; Collections; Web Development
566,JD-JAVA-008,Java Developer,Fresher,Develop simple CRUD operations; Work on servlet-based web applications; Connect Java apps with SQL databases using JDBC,Java; Servlets; JSP; SQL; JDBC
567,JD-JAVA-009,Java Developer,Fresher,Assist in writing entity classes in Hibernate; Learn and use Spring dependency injection; Conduct basic unit testing,Java; Spring; Hibernate; JUnit
568,JD-JAVA-010,Java Developer,Fresher,Collaborate with team members in Java projects; Implement OOP concepts in real modules; Handle version control tasks,Java; Core Java; Git; Teamwork
569,JD-JAVA-011,Java Developer,Experienced,Design and implement scalable Java applications; Develop RESTful APIs with Spring Boot; Integrate Hibernate ORM for persistence,Java Developer; Spring Boot; Hibernate; REST APIs; SQL
570,JD-JAVA-012,Java Developer,Experienced,Optimize Java applications for performance; Design microservices architecture; Ensure concurrency handling in applications,Java; JVM; Performance Tuning; Microservices; Spring Boot
571,JD-JAVA-013,Java Developer,Experienced,Develop event-driven systems using Kafka; Implement microservices with Spring Boot; Manage persistence with JPA/Hibernate,Java; Spring Boot; Hibernate; Kafka; Microservices
572,JD-JAVA-014,Java Developer,Experienced,Build RESTful and SOAP APIs; Collaborate with frontend teams using Angular/React; Manage relational and NoSQL databases,Java; REST APIs; SOAP; Angular; NoSQL
573,JD-JAVA-015,Java Developer,Experienced,Implement CI/CD pipelines; Use Maven/Gradle for build automation; Containerize applications with Docker,Java; Maven; Gradle; CI/CD; Docker
574,JD-JAVA-016,Java Developer,Experienced,Write unit and integration tests; Automate tests using Selenium; Participate in Agile ceremonies,Java; JUnit; Mockito; Selenium; Agile
575,JD-JAVA-017,Java Developer,Experienced,Tune database queries for performance; Work with NoSQL databases like MongoDB and Cassandra; Ensure optimal persistence layer design,Java; SQL; NoSQL; MongoDB; Performance Tuning
576,JD-JAVA-018,Java Developer,Experienced,Deploy microservices with Docker and Kubernetes; Develop scalable REST APIs; Work with cloud-native architectures,Java; Spring Boot; Docker; Kubernetes; Microservices
577,JD-JAVA-019,Java Developer,Experienced,Mentor junior developers; Collaborate in Agile teams; Manage version control with Git/SVN,Java; Agile; Git; SVN; Mentoring
578,JD-JAVA-020,Java Developer,Experienced,Lead design of scalable Java systems; Guide team in microservices adoption; Ensure best practices in coding and architecture,Java; System Design; Microservices; Spring Boot; Leadership
579,MKT-F-001,Marketing Specialist,Fresher,Assist in digital marketing campaigns; Create and edit marketing content; Manage social media posts and engagement; Support email marketing initiatives; Perform basic data analysis and reporting; Conduct market research and customer segmentation; Coordinate marketing events and campaigns,Digital Marketing; SEO; SEM; PPC; Content Creation; Email Marketing; Social Media; Marketing Automation; Google Analytics; Market Research
580,MKT-F-002,Marketing Specialist,Fresher,Support content creation for campaigns; Assist in social media management; Prepare email marketing campaigns; Analyze social media metrics; Coordinate events and marketing initiatives; Support market research and segmentation; Collaborate with marketing team members,Content Creation; Copywriting; Blogging; Video Marketing; Social Media; Email Marketing; Analytics; Campaign Coordination; Event Management; Team Collaboration
581,MKT-F-003,Marketing Specialist,Fresher,Assist in executing digital campaigns; Create social media posts and content; Support paid ad campaigns; Analyze basic performance metrics; Assist with email campaigns; Prepare marketing content; Collaborate with marketing team for initiatives,Digital Marketing; SEO; SEM; PPC; Social Media; Email Marketing; Data Analysis; Marketing Automation; Content Creation; Collaboration
582,MKT-F-004,Marketing Specialist,Fresher,Create content for marketing campaigns; Manage social media accounts; Support email marketing efforts; Assist with SEO and SEM optimization; Analyze campaign performance; Coordinate small events; Collaborate with cross-functional teams,Content Creation; Copywriting; Social Media; Email Marketing; SEO; SEM; Analytics; Event Management; Collaboration; Creative
583,MKT-F-005,Marketing Specialist,Fresher,Support campaign execution; Create marketing content; Manage basic social media tasks; Assist in email marketing; Track analytics and performance metrics; Collaborate with marketing team; Help organize campaigns and events,Digital Marketing; SEO; SEM; PPC; Content Marketing; Social Media; Email Marketing; Analytics; Marketing Automation; Collaboration
584,MKT-E-006,Marketing Specialist,Experienced,Plan and execute multi-channel campaigns; Optimize SEO/SEM and PPC campaigns; Develop lead generation strategies; Oversee email marketing automation; Analyze campaign performance and report ROI; Create marketing content and collateral; Collaborate with cross-functional teams,Digital Marketing; SEO; SEM; PPC; Email Marketing; Lead Generation; Campaign Management; Analytics; Content Creation; Multi-channel Marketing
585,MKT-E-007,Marketing Specialist,Experienced,Develop and implement digital marketing strategies; Manage multi-channel campaigns; Optimize lead generation and nurturing; Monitor analytics and ROI; Create marketing content and campaigns; Manage budgets and resources; Collaborate with marketing and cross-functional teams,Digital Marketing; SEO; SEM; PPC; Campaign Management; Lead Generation; Analytics; Content Creation; Brand Management; Budget Management
586,MKT-E-008,Marketing Specialist,Experienced,Lead digital campaigns; Optimize SEO/SEM and PPC; Manage social media presence; Develop content marketing strategies; Oversee email automation; Analyze performance metrics; Manage marketing budgets; Coordinate team efforts for campaign success,Digital Marketing; SEO; SEM; PPC; Content Marketing; Email Marketing; Analytics; Social Media; Brand Management; Campaign Optimization
587,MKT-E-009,Marketing Specialist,Experienced,Develop and execute marketing strategies; Manage SEO/SEM and PPC campaigns; Oversee content and social media marketing; Coordinate email campaigns and automation; Analyze marketing performance and ROI; Lead lead generation initiatives; Manage brand assets; Coordinate multi-channel campaigns,Digital Marketing; SEO; SEM; PPC; Content Marketing; Email Marketing; Social Media; Analytics; Lead Generation; Brand Management
588,MKT-E-010,Marketing Specialist,Experienced,Plan and execute digital campaigns; Optimize SEO/SEM and PPC performance; Oversee social media strategy; Lead content creation efforts; Manage email marketing automation; Analyze campaign performance and ROI; Manage marketing budgets; Implement AI-driven personalization and marketing technology tools,Digital Marketing; SEO; SEM; PPC; Content Marketing; Email Marketing; Analytics; Social Media; Budget Management; AI Marketing Tools
589,MKT-E-011,Marketing Specialist,Experienced,Develop marketing strategy aligned with business goals; Manage digital campaigns including SEO/SEM and PPC; Oversee content and social media marketing; Lead email marketing automation; Analyze campaign metrics and optimize ROI; Manage brand assets; Coordinate marketing teams for project success,Digital Marketing; SEO; SEM; PPC; Content Marketing; Email Marketing; Analytics; Brand Management; Campaign Optimization; Team Leadership
590,MKT-E-012,Marketing Specialist,Experienced,Design and execute digital marketing campaigns; Optimize SEO/SEM and PPC performance; Create and manage marketing content; Oversee social media marketing strategy; Implement email automation campaigns; Analyze campaign results and optimize ROI; Manage lead generation initiatives; Adopt emerging marketing technologies,Digital Marketing; SEO; SEM; PPC; Content Marketing; Email Marketing; Social Media; Analytics; Lead Generation; AI Marketing Tools
591,MKT-E-013,Marketing Specialist,Experienced,Lead strategic marketing initiatives; Optimize and manage SEO/SEM and PPC campaigns; Develop content and social media strategies; Implement email automation workflows; Monitor and analyze marketing performance; Manage brand and budget; Lead and mentor marketing teams; Leverage AI tools for personalization,Digital Marketing; SEO; SEM; PPC; Content Marketing; Email Marketing; Analytics; Brand Management; Team Leadership; AI Marketing Tools
592,MKT-E-014,Marketing Specialist,Experienced,Develop and execute marketing strategy; Manage digital campaigns across channels; Optimize SEO/SEM and PPC performance; Lead content creation and social media strategy; Oversee email marketing campaigns; Analyze campaign data and report ROI; Manage marketing budget; Lead and mentor marketing team,Digital Marketing; SEO; SEM; PPC; Content Marketing; Email Marketing; Analytics; Social Media; Budget Management; Leadership
593,MKT-E-015,Marketing Specialist,Experienced,Plan and execute digital campaigns; Optimize SEO/SEM/PPC performance; Develop content marketing and social media strategy; Implement email marketing automation; Analyze metrics and optimize campaigns; Manage budgets and ROI; Lead multi-channel campaigns; Leverage AI tools for personalization,Digital Marketing; SEO; SEM; PPC; Content Marketing; Email Marketing; Analytics; Lead Generation; Budget Management; AI Marketing Tools
594,MKT-E-016,Marketing Specialist,Experienced,Lead and optimize digital marketing campaigns; Oversee SEO/SEM and PPC initiatives; Develop content and social media strategy; Implement and manage email automation; Perform analytics and optimize campaign performance; Manage brand and marketing budget; Lead marketing team,Digital Marketing; SEO; SEM; PPC; Content Marketing; Email Marketing; Analytics; Brand Management; Campaign Optimization; Leadership
595,MKT-E-017,Marketing Specialist,Experienced,Design and execute marketing strategies; Manage SEO/SEM and PPC campaigns; Oversee content and social media marketing; Implement email automation workflows; Analyze campaign performance; Manage budget and ROI; Lead marketing team; Adopt emerging technologies for marketing effectiveness,Digital Marketing; SEO; SEM; PPC; Content Marketing; Email Marketing; Social Media; Analytics; Budget Management; AI Marketing Tools
596,MKT-E-018,Marketing Specialist,Experienced,Lead marketing strategy and planning; Manage SEO/SEM/PPC campaigns; Oversee content and social media marketing; Implement and manage email marketing automation; Analyze performance metrics and ROI; Coordinate campaigns and projects; Manage brand and marketing budget; Lead and mentor marketing teams; Leverage AI tools for personalization,Digital Marketing; SEO; SEM; PPC; Content Marketing; Email Marketing; Analytics; Brand Management; Leadership; AI Marketing Tools
597,MKT-E-019,Marketing Specialist,Experienced,Develop and execute strategic marketing plans; Manage SEO/SEM and PPC campaigns; Oversee content and social media marketing initiatives; Implement email marketing automation; Analyze data and optimize campaign ROI; Lead lead generation campaigns; Manage budget and allocate resources; Lead marketing team and adopt new technologies,Digital Marketing; SEO; SEM; PPC; Content Marketing; Email Marketing; Analytics; Lead Generation; Budget Management; AI Marketing Tools
598,MKT-E-020,Marketing Specialist,Experienced,Lead strategic marketing initiatives; Manage digital campaigns and SEO/SEM/PPC; Oversee content creation and social media strategy; Implement and manage email automation; Analyze performance metrics and optimize ROI; Manage brand assets; Lead and mentor marketing teams; Plan and optimize budgets; Integrate AI-powered marketing tools for personalization,Digital Marketing; SEO; SEM; PPC; Content Marketing; Email Marketing; Analytics; Brand Management; Leadership; AI Marketing Tools
599,MRA-101,Market Research Analyst,Fresher,Assist in collecting and analyzing market data; Design and administer surveys; Perform basic statistical analysis; Support senior analysts in research projects; Prepare reports and presentations for stakeholders; Analyze consumer behavior trends; Collaborate with cross-functional teams; Maintain data integrity and documentation; Learn AI-powered research tools; Provide actionable insights under supervision,Market Research; Data Analysis; Excel; Survey Design; Consumer Behavior; Presentation Skills; Report Writing; Qualitative Research; Critical Thinking; Attention to Detail
600,MRA-102,Market Research Analyst,Mid-Level,Conduct market research studies and surveys; Analyze data to identify trends and insights; Develop dashboards and visual reports using Tableau; Perform predictive and regression analysis; Provide actionable insights for business strategies; Collaborate with product and marketing teams; Present findings to stakeholders; Maintain data quality and accuracy; Support AI-driven analytics initiatives; Document research methodology and results,Market Research; Data Analysis; Statistical Analysis; SPSS; Python; Tableau; Survey Design; Market Segmentation; Predictive Analytics; Data Storytelling
601,MRA-103,Market Research Analyst,Experienced,Lead market research projects end-to-end; Design complex surveys and research methodologies; Analyze large datasets for actionable insights; Create dashboards and visualizations for executives; Perform predictive analytics and forecasting; Develop strategies based on market trends; Present findings and recommendations to senior management; Ensure compliance with data privacy regulations; Mentor junior analysts; Implement AI and ML tools for analytics,Market Research; Predictive Analytics; R; Python; SAS; SQL; Tableau; Power BI; Market Segmentation; Competitive Intelligence
602,MRA-104,Market Research Analyst,Fresher,Support data collection and research initiatives; Assist in designing surveys and focus groups; Analyze basic market data; Prepare presentations and reports for team; Collaborate with research teams; Learn analytics tools and software; Perform competitor and industry research; Maintain accurate documentation; Provide insights under supervision; Follow research best practices,Market Research; Excel; Survey Design; Consumer Behavior; Qualitative Research; Report Writing; Presentation Skills; Data Analysis; Critical Thinking; Data Visualization
603,MRA-105,Market Research Analyst,Mid-Level,"Conduct quantitative and qualitative market research; Analyze data for trends, forecasts, and insights; Build dashboards using Tableau and Excel; Prepare reports with actionable recommendations; Collaborate with marketing and product teams; Perform predictive analytics; Support AI-driven research tools; Present insights to stakeholders; Maintain data integrity and quality; Document research methods",Market Research; Statistical Analysis; Predictive Analytics; Python; SPSS; Excel; Market Segmentation; Data Visualization; Data Storytelling; Presentation Skills
604,MRA-106,Market Research Analyst,Experienced,Lead comprehensive market research projects; Analyze data to drive strategic decisions; Develop predictive models and forecasts; Create executive dashboards and visualizations; Perform competitive intelligence studies; Present insights to senior leadership; Ensure research accuracy and compliance; Implement AI analytics tools; Mentor junior analysts; Develop actionable recommendations,Market Research; Predictive Analytics; Python; R; SAS; SQL; Tableau; Power BI; Competitive Intelligence; Forecasting
605,MRA-107,Market Research Analyst,Fresher,Assist in gathering and analyzing market data; Support survey design and administration; Prepare basic reports and presentations; Collaborate with team members; Perform competitor and consumer research; Maintain data integrity; Learn data visualization tools; Document research processes; Provide insights under supervision; Follow best practices in research,Market Research; Excel; Survey Design; Qualitative Research; Report Writing; Presentation Skills; Data Analysis; Critical Thinking; Data Visualization; Consumer Behavior
606,MRA-108,Market Research Analyst,Mid-Level,Conduct market research using statistical and analytics tools; Develop visual dashboards and reports; Analyze trends and forecast market behavior; Collaborate with marketing and product teams; Perform competitor analysis and market segmentation; Present findings to stakeholders; Maintain data quality and accuracy; Support AI-assisted analytics tools; Document methodologies; Provide actionable recommendations,Market Research; SPSS; Python; R; Excel; Tableau; Predictive Analytics; Market Segmentation; Data Storytelling; Competitive Analysis
607,MRA-109,Market Research Analyst,Experienced,Lead market research and analytics projects; Develop predictive models and perform forecasting; Create executive dashboards and visualizations; Perform market segmentation and competitive intelligence; Provide strategic insights and recommendations; Collaborate with leadership and cross-functional teams; Ensure compliance with data privacy regulations; Mentor junior analysts; Utilize AI and ML analytics tools; Drive data-informed business decisions,Market Research; Predictive Analytics; Python; R; SAS; SQL; Tableau; Power BI; Market Segmentation; Business Strategy
608,MRA-110,Market Research Analyst,Fresher,Support market research projects and data collection; Assist in designing surveys and research instruments; Analyze basic data trends; Prepare reports and presentations; Collaborate with team members; Ensure accuracy and data integrity; Learn data visualization tools; Assist in consumer and competitor research; Document research procedures; Provide actionable insights under supervision,Market Research; Excel; Survey Design; Qualitative Research; Report Writing; Data Visualization; Presentation Skills; Critical Thinking; Attention to Detail; Consumer Behavior
609,MRA-111,Market Research Analyst,Mid-Level,"Conduct quantitative and qualitative market research; Develop predictive models and forecasts; Create dashboards using Tableau and Excel; Perform competitor and consumer behavior analysis; Provide actionable insights to stakeholders; Collaborate with product and marketing teams; Ensure data quality and compliance; Document research methods and findings; Support AI-driven analytics tools; Present findings in clear, compelling formats",Market Research; Predictive Analytics; Python; R; SPSS; Excel; Tableau; Market Segmentation; Data Storytelling; Presentation Skills
610,MRA-112,Market Research Analyst,Experienced,Lead complex market research projects; Analyze large datasets for actionable insights; Create executive dashboards and visualizations; Perform competitor intelligence and market segmentation; Develop predictive models for business strategies; Collaborate with leadership for strategic decisions; Ensure data integrity and privacy compliance; Mentor junior analysts; Implement AI and ML tools in analytics; Prepare detailed reports and presentations for stakeholders,Market Research; Predictive Analytics; Python; R; SAS; SQL; Tableau; Power BI; Competitive Intelligence; Forecasting
611,MRA-113,Market Research Analyst,Fresher,Support data collection and market research activities; Assist in designing surveys and focus groups; Analyze basic market data; Prepare reports and presentations; Collaborate with research team members; Learn AI-assisted analytics tools; Document research procedures; Support competitor and consumer research; Ensure data accuracy; Provide insights under supervision,Market Research; Excel; Survey Design; Qualitative Research; Report Writing; Data Visualization; Presentation Skills; Critical Thinking; Attention to Detail; Consumer Behavior
612,MRA-114,Market Research Analyst,Mid-Level,Conduct market research using statistical and analytics tools; Develop visual dashboards and reports; Analyze trends and forecast market behavior; Perform competitor analysis and market segmentation; Present findings to stakeholders; Maintain data quality and accuracy; Support AI-assisted analytics tools; Document methodologies; Provide actionable recommendations; Collaborate with cross-functional teams,Market Research; SPSS; Python; R; Excel; Tableau; Predictive Analytics; Market Segmentation; Data Storytelling; Competitive Analysis
613,MRA-115,Market Research Analyst,Experienced,Lead market research and analytics projects; Develop predictive models and perform forecasting; Create executive dashboards and visualizations; Perform market segmentation and competitive intelligence; Provide strategic insights and recommendations; Collaborate with leadership and cross-functional teams; Ensure compliance with data privacy regulations; Mentor junior analysts; Utilize AI and ML analytics tools; Drive data-informed business decisions,Market Research; Predictive Analytics; Python; R; SAS; SQL; Tableau; Power BI; Market Segmentation; Business Strategy
614,MRA-116,Market Research Analyst,Fresher,Assist in gathering and analyzing market data; Support survey design and administration; Prepare basic reports and presentations; Collaborate with team members; Perform competitor and consumer research; Maintain data integrity; Learn data visualization tools; Document research processes; Provide actionable insights under supervision; Follow best practices in research,Market Research; Excel; Survey Design; Qualitative Research; Report Writing; Presentation Skills; Data Analysis; Critical Thinking; Data Visualization; Consumer Behavior
615,MRA-117,Market Research Analyst,Mid-Level,"Conduct quantitative and qualitative market research; Develop predictive models and forecasts; Create dashboards using Tableau and Excel; Perform competitor and consumer behavior analysis; Provide actionable insights to stakeholders; Collaborate with product and marketing teams; Ensure data quality and compliance; Document research methods and findings; Support AI-driven analytics tools; Present findings in clear, compelling formats",Market Research; Predictive Analytics; Python; R; SPSS; Excel; Tableau; Market Segmentation; Data Storytelling; Presentation Skills
616,MRA-118,Market Research Analyst,Experienced,Lead complex market research projects; Analyze large datasets for actionable insights; Create executive dashboards and visualizations; Perform competitor intelligence and market segmentation; Develop predictive models for business strategies; Collaborate with leadership for strategic decisions; Ensure data integrity and privacy compliance; Mentor junior analysts; Implement AI and ML tools in analytics; Prepare detailed reports and presentations for stakeholders,Market Research; Predictive Analytics; Python; R; SAS; SQL; Tableau; Power BI; Competitive Intelligence; Forecasting
617,MRA-119,Market Research Analyst,Fresher,Support market research projects and data collection; Assist in designing surveys and research instruments; Analyze basic data trends; Prepare reports and presentations; Collaborate with team members; Ensure accuracy and data integrity; Learn data visualization tools; Assist in consumer and competitor research; Document research procedures; Provide actionable insights under supervision,Market Research; Excel; Survey Design; Qualitative Research; Report Writing; Data Visualization; Presentation Skills; Critical Thinking; Attention to Detail; Consumer Behavior
618,MRA-120,Market Research Analyst,Mid-Level,Conduct market research using statistical and analytics tools; Develop visual dashboards and reports; Analyze trends and forecast market behavior; Perform competitor analysis and market segmentation; Present findings to stakeholders; Maintain data quality and accuracy; Support AI-assisted analytics tools; Document methodologies; Provide actionable recommendations; Collaborate with cross-functional teams,Market Research; SPSS; Python; R; Excel; Tableau; Predictive Analytics; Market Segmentation; Data Storytelling; Competitive Analysis
619,ML-F1,Machine Learning Engineer - Fresher,Fresher,Assist in developing ML models and preprocessing data; Build basic predictive algorithms under supervision; Participate in hands-on projects and Kaggle competitions; Collaborate with senior engineers; Learn ML best practices and workflows,Machine Learning Engineer; Python; R; Java; Scikit-learn; TensorFlow; PyTorch; Keras; Data Preprocessing; Visualization
620,ML-F2,Junior Machine Learning Engineer,Fresher,Implement basic ML models; Assist in data cleaning and feature engineering; Visualize datasets and insights; Contribute to academic or internship projects; Collaborate with team members,Junior ML Engineer; Python; R; Java; Data Preprocessing; ML Models; Visualization; Kaggle Projects
621,ML-F3,ML Engineer Intern,Fresher,Assist in building and training ML models; Perform data preprocessing and visualization; Learn MLOps basics; Collaborate with senior engineers; Participate in small-scale projects,ML Intern; Python; R; Java; ML Models; Data Preprocessing; Visualization; MLOps
622,ML-F4,Fresher ML Engineer,Fresher,Support ML projects with supervised and unsupervised learning models; Perform data cleaning and feature engineering; Create visualizations for insights; Collaborate with senior engineers; Participate in open-source projects or Kaggle competitions,Fresher ML Engineer; Python; R; Java; ML Projects; Data Preprocessing; Visualization
623,ML-F5,Entry-Level ML Engineer,Fresher,Develop and test ML models for small datasets; Perform feature engineering and data preprocessing; Create visualizations for insights; Work under guidance from senior team members; Collaborate on entry-level projects,Entry-Level ML Engineer; Python; R; Java; ML Models; Data Preprocessing; Visualization
624,ML-F6,ML Engineer Trainee,Fresher,Assist in developing ML algorithms; Preprocess datasets and build visualization dashboards; Gain experience in ML pipeline development; Collaborate with team members; Learn ML best practices,ML Engineer Trainee; Python; R; Java; Data Preprocessing; ML Pipelines; Visualization
625,ML-E1,Machine Learning Engineer - Experienced,Mid-Senior,"Design, implement, and deploy scalable ML models; Lead ML projects and optimize algorithms; Mentor junior engineers; Deploy models using cloud platforms; Ensure production-grade ML solutions",Machine Learning Engineer; Python; R; Java; ML/DL; MLOps; Big Data; Cloud Deployment
626,ML-S1,Senior Machine Learning Engineer,Senior,Lead development and deployment of ML models for enterprise-scale data; Optimize performance and implement MLOps pipelines; Mentor junior ML engineers; Ensure production-grade ML solutions; Collaborate with cross-functional teams,Senior ML Engineer; Python; R; Java; ML/DL; MLOps; Big Data; Cloud Deployment
627,ML-S2,Lead Machine Learning Engineer,Senior,Architect end-to-end ML solutions; Manage teams of ML engineers; Deploy models in cloud environments; Drive strategic AI initiatives; Mentor and guide team members,Lead ML Engineer; Python; R; Java; ML/DL; MLOps; Big Data; Cloud Deployment; Leadership
628,ML-S3,Principal Machine Learning Engineer,Senior,Drive ML strategy and design large-scale ML systems; Mentor and manage teams; Deploy models using best practices in MLOps and cloud infrastructure; Ensure enterprise AI solutions; Lead production-grade ML initiatives,Principal ML Engineer; Python; R; Java; ML/DL; MLOps; Big Data; Leadership; Cloud Deployment
629,ML-S4,Senior ML Infrastructure Engineer,Senior,Design and maintain ML infrastructure; Lead model deployment and optimize pipelines; Mentor engineers and ensure scalable ML solutions; Collaborate with cross-functional teams; Implement best practices in cloud environments,Senior ML Infrastructure Engineer; Python; R; Java; ML/DL; MLOps; Big Data; Cloud Deployment
630,ML-S5,Lead ML/AI Engineer,Senior,Oversee ML/AI projects end-to-end; Deploy scalable ML systems; Mentor teams and implement explainable AI; Collaborate with cross-functional stakeholders; Drive enterprise AI initiatives,Lead ML/AI Engineer; Python; R; Java; ML/DL; MLOps; Big Data; Cloud Deployment; Leadership
631,NE001,Junior Network Engineer,Fresher,Assist in configuring routers and switches; Troubleshoot basic network issues; Support LAN/WAN operations; Monitor network traffic using tools,Network Engineer; LAN/WAN; TCP/IP; Cisco IOS; Wireshark
632,NE002,Network Support Engineer,Fresher,Provide first-level support for network issues; Assist in VPN configurations; Monitor and log network incidents; Escalate complex issues to senior engineers,Network Support; VPN; OSPF; SolarWinds; Troubleshooting
633,NE003,Associate Network Engineer,Fresher,Assist with router/switch configuration; Help troubleshoot network outages; Document network processes; Perform routine maintenance,Cisco IOS; DHCP; DNS; Subnetting; Entry-Level Networking
634,NE004,Trainee Network Engineer,Fresher,Shadow senior engineers; Learn and apply networking fundamentals; Support network security monitoring; Assist in device installations,LAN/WAN; Firewalls; Nagios; Network Security Basics
635,NE005,Network Operations Center (NOC) Engineer,Fresher,Monitor network performance in NOC; Generate and escalate alerts; Assist in incident response; Maintain monitoring dashboards,NOC; Network Monitoring; SolarWinds; Incident Response
636,NE006,Junior Security & Network Engineer,Fresher,Assist in firewall configuration; Support VPN user connectivity; Conduct packet analysis with Wireshark; Learn intrusion detection basics,Firewall; VPN; IDS/IPS; Wireshark
637,NE007,Graduate Network Engineer,Fresher,Assist with switch and router setup; Write basic automation scripts; Document network configurations; Support end-user connectivity,Routing; Switching; Python Automation; LAN/WAN
638,NE008,Entry-Level Network Analyst,Fresher,Analyze network logs; Assist in traffic monitoring; Identify basic issues; Report performance metrics,Network Analysis; Wireshark; DNS; Nagios
639,NE009,Network Intern,Fresher,Assist senior engineers on projects; Help configure routers; Learn troubleshooting; Participate in training sessions,Internship; Cisco IOS; Subnetting; DHCP
640,NE010,IT Support - Networking Focus,Fresher,Provide IT and network support; Help troubleshoot connectivity issues; Support device setup; Document IT incidents,IT Support; Networking; LAN/WAN; Troubleshooting
641,NE011,Network Engineer,Experienced,Configure and maintain enterprise networks; Implement advanced routing protocols; Optimize network performance; Support large-scale deployments,BGP; OSPF; MPLS; QoS; Cisco Nexus
642,NE012,Senior Network Engineer,Experienced,Design network architecture; Lead SD-WAN implementation; Enforce Zero Trust frameworks; Mentor junior engineers,SD-WAN; Zero Trust; Cisco ASA; Palo Alto
643,NE013,Network Security Engineer,Experienced,Deploy and manage firewalls; Secure VPN connections; Conduct penetration tests; Monitor IDS/IPS alerts,Network Security; IDS/IPS; Firewall; Cryptography
644,NE014,Cloud Network Engineer,Experienced,Design and manage cloud networking; Optimize VPCs and subnets; Integrate with load balancers; Automate with Ansible,Cloud Networking; AWS; Azure; VPC; Ansible
645,NE015,Lead Network Engineer,Experienced,Lead network engineering projects; Architect large-scale networks; Ensure uptime and performance; Mentor and guide team,Lead Engineer; Cisco Nexus; F5; MPLS; Leadership
646,NE016,Infrastructure Network Engineer,Experienced,Design and implement LAN/WAN; Manage QoS policies; Automate network monitoring; Support enterprise infrastructure,LAN/WAN; QoS; Cisco Prime; Python
647,NE017,Network Automation Engineer,Experienced,Develop automation scripts; Optimize routine configurations; Integrate automation in network ops; Collaborate with DevOps teams,Automation; Python; Ansible; Bash
648,NE018,Enterprise Network Engineer,Experienced,Maintain enterprise backbone; Optimize EIGRP/MPLS routing; Secure networks with firewalls; Support high availability systems,Enterprise Networking; MPLS; EIGRP; QoS; Cisco ASA
649,NE019,Principal Network Engineer,Experienced,Architect global-scale networks; Manage multi-site deployments; Oversee security frameworks; Lead network engineering teams,Principal Engineer; Architecture; Cisco Nexus; Leadership
650,NE020,Telecom & Network Engineer,Experienced,Manage telecom networks; Optimize VoIP/SIP infrastructure; Ensure QoS for voice; Integrate with enterprise LAN/WAN,Telecom; VoIP; SIP; QoS; BGP
